1	14830	14969	2	2	0	0	5	34
1	14830	185490	2	2	0	0	4	34
1	15039	15795	2	2	0	0	1	15
1	15039	186316	2	2	0	0	4	31
1	15948	16606	2	2	0	0	1	18
1	17056	17232	2	2	0	0	7	37
1	17056	17605	2	2	0	0	1	36
1	17369	17525	2	2	0	1	0	33
1	17369	17605	2	2	0	0	8	37
1	17743	17914	2	2	0	0	10	36
1	18062	18267	2	2	0	0	2	35
1	18367	24737	2	2	0	0	2	35
1	18370	18912	2	2	0	0	1	13
1	18380	24737	2	2	0	0	7	32
1	18380	195262	2	2	0	0	7	32
1	24892	29320	2	2	0	0	2	27
1	91630	92090	2	2	0	0	1	19
1	136367	136854	2	2	0	0	1	17
1	136709	136903	2	2	0	0	1	35
1	136709	137001	2	2	0	0	1	35
1	136709	137196	2	2	0	0	1	35
1	136757	136854	2	2	0	0	1	17
1	158675	164262	2	2	0	0	1	18
1	165943	168099	2	2	0	0	1	21
1	172689	173752	2	2	0	0	1	24
1	185351	185490	2	2	0	0	9	37
1	185560	186316	2	2	0	1	8	31
1	186470	187128	2	2	0	0	2	36
1	186833	187128	2	2	0	0	1	29
1	187578	187754	2	2	0	0	3	33
1	187578	188129	2	2	0	0	1	36
1	187891	188129	2	2	0	0	8	37
1	188267	188438	2	2	0	0	7	36
1	188585	188790	2	2	0	0	1	35
1	188890	195262	2	2	0	0	2	35
1	188903	195262	2	2	0	0	7	32
1	195417	199836	2	2	0	0	3	27
1	348431	350954	2	2	0	0	1	28
1	517267	522858	2	2	0	0	1	18
1	531284	532347	2	2	0	0	1	24
1	631398	634709	2	2	0	1	0	24
1	631514	631726	2	2	0	1	0	29
1	631527	633592	2	2	0	1	0	29
1	631650	694202	1	1	0	2	0	13
1	631761	634513	2	4	0	1	0	24
1	633058	634580	1	3	0	1	0	26
1	634441	634740	2	2	0	1	0	25
1	634451	634674	2	4	0	1	0	20
1	729805	729897	2	2	0	1	0	19
1	729956	732016	2	2	0	0	1	16
1	729956	735422	2	2	0	0	1	16
1	730096	733504	1	1	0	0	1	19
1	730096	736910	1	1	0	0	1	19
1	756142	758966	2	2	0	0	3	35
1	759124	764722	2	2	0	0	1	18
1	766388	768547	2	2	0	0	2	25
1	769713	772975	2	2	0	0	1	28
1	774281	778283	2	2	0	0	1	14
1	774281	805798	2	2	0	1	0	24
1	827776	829002	1	1	0	1	0	37
1	827850	829002	1	1	0	0	1	20
1	840020	841199	1	1	0	1	0	21
1	847807	851926	1	1	0	1	0	37
1	852111	852670	1	1	0	2	0	32
1	944801	945056	2	2	0	1	0	20
1	945147	945517	2	2	0	6	0	35
1	945654	946172	2	2	0	8	0	35
1	946287	946401	2	2	0	3	0	32
1	946546	948130	2	2	0	2	0	32
1	948233	948489	2	2	0	4	1	32
1	948604	951126	2	2	0	2	0	29
1	951239	951999	2	2	0	1	0	20
1	952140	952411	2	2	0	2	0	18
1	952601	953174	2	2	0	3	0	28
1	953289	953781	2	2	0	3	0	32
1	953893	954003	2	2	0	1	0	20
1	954083	954463	2	2	0	1	0	19
1	954083	955922	2	2	0	3	0	19
1	956014	956094	2	2	0	3	0	31
1	956216	956893	2	2	0	3	0	35
1	957026	957098	2	2	0	4	0	35
1	957274	958928	2	2	0	6	0	37
1	959082	959214	2	2	0	4	0	37
1	963254	963336	1	1	0	1	0	34
1	999433	999525	2	2	0	1	0	29
1	999614	999691	2	2	0	1	0	33
1	1013577	1013983	1	1	0	4	0	35
1	1020374	1022200	1	1	0	2	0	17
1	1035325	1040664	1	1	0	1	0	33
1	1040881	1041172	1	1	0	1	0	28
1	1042163	1043238	1	1	0	1	0	21
1	1044024	1044108	1	1	0	3	0	36
1	1044258	1044333	1	1	0	1	0	33
1	1045278	1045358	1	1	0	3	0	28
1	1045524	1045732	1	1	0	3	0	32
1	1046089	1046159	1	1	0	1	0	20
1	1046266	1046396	1	1	0	1	0	22
1	1046736	1046819	1	1	0	4	0	28
1	1046958	1047326	1	1	0	1	0	16
1	1047455	1047572	1	1	0	2	0	34
1	1047688	1047775	1	1	0	3	0	31
1	1048366	1048866	1	1	0	1	0	32
1	1049796	1049902	1	1	0	3	0	29
1	1050592	1050725	1	1	0	4	0	36
1	1050838	1051252	1	1	0	1	0	35
1	1051646	1051727	1	1	0	1	0	19
1	1051816	1053752	1	1	0	4	0	36
1	1053978	1054447	1	1	0	4	0	36
1	1082988	1083914	2	2	0	1	0	27
1	1087205	1087501	2	2	0	1	0	33
1	1087598	1090352	2	2	0	1	0	23
1	1090429	1091471	2	2	0	1	0	24
1	1092104	1116059	2	2	0	1	0	26
1	1217689	1218457	2	2	0	19	0	34
1	1218634	1218768	2	2	0	25	0	36
1	1218923	1223243	2	2	0	2	0	37
1	1218928	1223243	2	2	0	9	0	33
1	1223358	1223831	2	2	0	45	0	37
1	1223969	1228467	2	2	0	37	0	37
1	1228947	1231891	2	2	0	5	0	31
